ability_id,original_ability,side,supply_occurrences,supply_file_count,demand_occurrences,demand_record_count,supply_evidence_sample,demand_evidence_sample,demand_job_sample
68,船舶代理业务管理能力,demand,0,0,4,4,,办理船舶代理业务进出口岸各项手续，做好船代业务的组织协调等工作 | 具有大宗散杂货、坞修、件杂货、化工品等船舶代理5年以上工作经验，能妥善处理口岸、码头等公共关系，携带相关客户资源等优先 | 具有大宗散杂货、坞修、件杂货、化工品等船舶代理5年以上工作经验，能妥善处理口岸、码头等公共关系。,船务部副经理 | 分公司负责人 | 船舶代理业务调度主管
69,船舶分段生产管理能力,demand,0,0,4,4,,负责作业区现场安全、质量管理工作；制定作业区周计划，负责作业区的日常管理和各项基础数据收集整理工作 | 负责所属区域质量、成本、6S工作、生产安全；编制车间周计划、日计划并过程跟踪；组织人员规范施工；协调各工序生产现场问题 | 负责所属区域质量、成本、6S工作、生产安全，解决生产过程中出现的各种问题，确保顺利完成各项生产任务,外场分段作业长 | 船舶分段管理主管 | 分段管理主管(J14295)
70,船舶外观设计能力,demand,0,0,4,4,,负责船舶外观设计；负责国内外先进船型资料的收集、整理；精通犀牛、CAD、3Dmax、PS | 负责船舶的外观设计；负责国内外先进船型资料的收集、整理工作。,船舶外观内装设计 | 船机电送详生设计师
71,船舶安全与应急处理能力,supply,4,3,0,0,实践环节包括精通救生艇筏和救助艇、精通急救、高级消防、基本安全、船舶保安，培养应急处理技能。 | 实践环节包括精通救生艇筏和救助艇、精通急救、高级消防、船舶保安、基本安全等培训。 | 具有海上个人求生、安全保护、防火灭火、精通船上急救、救生艇筏操纵、高级消防和履行保安职责的能力。,,
72,船舶安全管理能力,supply+demand,1,1,3,3,通过船舶安全管理、海事调查与案例分析等课程，掌握船舶安全管理与海事调查分析能力。,督促各部门按时开展安全活动；教育船员遵守国家法令、执行各项规章制度；定期召开船员大会、船务会，传达、布置、检查、总结工作 | 能够应对游艇静态、动态情况下可能出现的事故及紧急状况；严格按标准载客，对乘船人员安全负责。 | 对全船安全、生产和行政管理负领导责任，管理轮机、驾驶、客运三部门的工作；全面熟悉和掌握公司安全管理体系，执行公司安全和环境保护方针以及各项安全管理规定。,船长
73,船舶机械加工能力,demand,0,0,4,4,,熟练操作车床、铣床、磨床等设备，对法兰、铰孔螺栓等进行加工，有轴系镗孔经验 | 熟练操作车床、铣床、磨床等设备，熟练法兰、铰孔螺栓加工，各种非标丝杆、内牙接头、外牙接头，铣床垫片加；有轴系镗孔经验的优先录用。 | 熟练操作车床、铣床、磨床等设备，熟练法兰、铰孔螺栓加工，各种非标丝杆、内牙接头、外牙接头，铣床垫片加工，有轴系镗孔经验的优先,机加工
74,船舶柴油机制造技术能力,demand,0,0,4,4,,落实船舶柴油机装配的生产技术准备，确保柴油机装配制造的技术、设备、工装等满足装配状态；具有轮机及相关设计或建造工作经验 | 落实船舶柴油机装配的生产技术准备，确保柴油机装配制造的技术、设备、工装等满足装配状态,产品工程师（S202314）（二级公司-沪东重机） | 船舶柴油机制造工程师（S202314）（二级公司-沪东重机）
75,船舶电气设备调试能力,demand,0,0,4,4,,熟悉船舶电气设备调试 | 负责在建船舶机舱所有电气设备、机舱报警、内通、外通、火警及驾驶室设备、液位遥测、二氧化碳系统等设备调试前的准备、系统检查反馈、调试报验；按生产节点计划和系泊试验... | 具备3-5年船舶电气调试经验，船舶电子电气或船舶电气自动化调试背景,电气主管 | 电气、轮机调试员 | 船舶电气调试工程师
76,船舶电气设计能力,demand,0,0,4,4,,负责船舶行业电气设备的设计、项目归档等工作；负责项目的电气原理图设计、器件选型、下采购、调试、技术文件编制 | 编制材料、设备采购清单；绘制及审查专业系统图纸、生产设计图纸等；熟悉船舶设计各阶段的流程，掌握较强的专业知识 | 负责编制军、民产品的本专业的方案设计、送审设计、生产设计及技术规格书/技术协议、工艺文件、完工图及其它交船技术文件,电气工程师（配电） | 电气主管设计师 | 电气工程师（总部）
77,船舶电气质量检验能力,demand,0,0,4,4,,从事船舶产品的质量检验，熟悉船级社的规范、通晓电气施工流程和施工工艺；负责编制电气项目检验表，实施造船过程中的质量检验；能独立从事系泊试验，航行试验等。 | 从事船舶产品的质量检验，熟悉船级社的规范、通晓电气施工流程和施工工艺；负责编制电气项目检验表，实施造船过程中的质量检验。 | 从事船舶产品的质量检验，熟悉船级社的规范、通晓电气施工流程和施工工艺；负责编制电气项目检验表，实施造船过程中的质量检验,电气质检员 | 电气质检员（国际） | 船机电质检人员
78,船舶结构详细设计能力,demand,0,0,4,4,,负责结构专业的详细设计工作，设绘/校审结构专业图纸 | 负责结构专业的详细设计工作，设绘/校审结构专业图纸；组织/参与结构专业技术规格书的编写/校审工作 | 负责结构专业的基本设计和送审详细设计；负责结构设计、结构图纸设绘工作,船舶结构工程师 | 船舶高级工程师（结构详细设计） 上海海工院 | 船舶结构详细设计（镇江）
79,船舶舾装设计能力,demand,0,0,4,4,,负责船舶舾装设计工作，包括负责绘制船舶各部位的舾装图纸，与船舶构造工程师沟通，确定图纸细节，进行修改等 | 负责船舶舾装设计工作，包括负责绘制船舶各部位的舾装图纸，与船舶构造工程师沟通，确定图纸细节，进行修改等。 | 根据客户需求和船舶制造商的要求，绘制船舶各部位的舾装图纸；与船舶构造工程师沟通，确定图纸细节，进行修改；对现有的船舶舾装设计方案进行分析和评估，并提出改进意见,船舶舾装设计师 | 船舶舾装设计员
80,船舶轮机管理能力,supply+demand,2,2,2,2,能够从事现代船舶轮机管理、机务管理等工作，掌握船舶管理、轮机维护与修理等知识，具备船舶动力装置操控管理、维修保养、质量检验的技能。 | 核心课程：船舶管理（轮机）、船舶动力装置技术管理；培养标准：接受轮机设备操纵、维护与维修、技术管理、模拟器和实船实训等基本训练，具有轮机技术管理与应急应变处理能...,在轮机长领导下，做好船舶机电设备的日常维护保养，系统维护和修理工作；负责船舶辅助设备和轮机部消防、破损控制、防污染设备、属具、标识的维护和修理。 | 按照安全管理体系的要求，完成船舶轮机部日常管理工作；负责主管各种安全设备、装置和防护设施等经常处于良好可用状态；负责轮机部的日常维修保养工作。,船舶轮机员 | 大管轮（丁类、拖轮）
81,轮机工程实践操作能力,supply,4,1,0,0,实践环节：轮机模拟训练、轮机综合实验、船舶柴油机拆装、辅机综合训练(1)(2)、机舱资源管理、船舶电气设备管理与工艺、轮机课程设计等。 | 实践环节包括船舶柴油机拆装、调速器增压器拆装、辅机综合训练、轮机综合实验、金工实习等，培养动手能力。 | 实践环节包括轮机综合实验、船舶柴油机拆装、调速器增压器拆装、辅机综合训练、液压设备拆装、船舶电气设备管理与工艺、金工实习等。,,
82,轮机工程实验研究能力,supply,4,2,0,0,能够基于轮机工程专业相关的原理并采用科学方法对复杂工程问题进行研究，包括设计实验、分析与解释数据。 | 能够基于科学原理并采用科学方法对轮机工程专业领域内的复杂工程问题进行研究，包括设计实验、分析与解释数据、并通过信息综合得到合理有效的结论。 | 毕业要求4：能够基于科学原理并采用科学方法对轮机工程专业领域内的复杂工程问题进行研究，包括设计实验、分析与解释数据。,,
