side,source_file,source_index,job_title,occupation_name,ability,canonical_competency,coding_status,merge_rationale,evidence
supply,不含海但有相关专业的院校_上海交通大学（2022）_船舶海洋与建筑工程学院_船舶与海洋.pdf.txt,,,,船舶与海洋工程实践能力,科研实验创新实践能力,confirmed,船舶相关科研实验实践上收到创新实践模块,注重学生实践环节的教育，要求学生完成必修实验课9学分，选修实验课2学分。参加军训、工程实践、行业实践、毕业设计（论文）等实习实践环节11学分。
supply,不含海但有相关专业的院校_上海交通大学（2022）_船舶海洋与建筑工程学院_船舶与海洋.pdf.txt,,,,数理基础与工程科学应用能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,基础类教学课程包括线性代数、概率统计、数理方法、理论力学、材料力学等，加强数理的宽厚基础。
supply,不含海但有相关专业的院校_上海交通大学（2022）_船舶海洋与建筑工程学院_船舶与海洋.pdf.txt,,,,程序设计能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,必修课程包括程序设计思想与方法（C++），计算机选修课程包括计算机科学导论或数据结构，培养计算机应用能力。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程规划勘测设计管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,具有从事海洋工程规划、勘测、设计和管理的基本能力，通过工程制图、海岸工程学、工程地质学基础、海洋测量学等课程和实践教学培养。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋调查观测能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,掌握海洋调查技术与方法，通过物理海洋学、海洋调查技术与方法、海洋测量学、海洋观测实习、海洋测量学实习等课程和实践培养。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋环境数值模拟与防灾减灾能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,能够应用数值模拟技术解决海洋工程技术问题，进行海洋环境仿真模拟与评价及防灾减灾，通过海洋数值模拟、数值计算方法、海洋遥感等课程培养。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋数据处理与分析能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,具备海洋数据处理、分析及可视化能力，通过海洋数据处理与分析、海洋数据可视化实习、Python语言程序设计等课程和实践培养。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程结构设计分析能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,掌握海洋工程结构物、港口水工建筑物、海洋岩土工程等知识，具备海洋工程结构设计分析能力。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋科学基本理论与应用能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,掌握海洋学基础、物理海洋学、化学海洋学、生物海洋学等基本理论，具备海洋科学综合应用能力。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程与信息技术应用能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,掌握信息技术，能够应用Python语言、数值计算、遥感技术解决海洋工程技术问题，通过相关课程和实践培养。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程职业与社会责任意识,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,熟悉海洋科技、环境保护、资源利用方针政策，具备安全意识、环保意识和可持续发展理念，能评价方案对社会、环境的影响。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程文献检索与信息获取能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,掌握资料查询、文献检索及运用现代信息技术获取相关信息的方法，通过海洋专业文献检索课程和毕业论文实践培养。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程团队协作与沟通能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,能够多学科背景团队中承担个体、成员及负责人角色，具备国际视野和跨文化沟通交流能力，通过团队竞赛和英语课程培养。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程终身学习与自我提升能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,具有自主学习和终身学习的意识，有不断学习和适应发展的能力，鼓励阅读、参与科研讲座和活动。
supply,不含海但有相关专业的院校_中国地质大学（2023）_海洋工程与技术专业2023版本科培养方案.pdf.txt,,,,海洋工程科研与创新能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,初步掌握海洋工程与技术研究方法和手段，具备实验设计、结果分析、论文撰写及学术交流能力，通过毕业论文、科研立项培养。
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,交通运输工程领域基础理论与专业知识,土木交通水利工程能力,confirmed,土木交通、水利水文和基础设施合并,掌握交通运输工程专业领域坚实的基础理论和宽广的专业知识、具有较强的解决实际问题的能力
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,长江航运前沿技术理解,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,对长江航运业务所涉及的前沿技术有较深入理解
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,信息系统研发与管理能力,电子通信与自动控制能力,confirmed,电子信息、通信、测控和自动化合并,对相关的信息系统有一定的研发或管理实践经验
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,船舶机械运用工程能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,研究方向：船舶机械运用工程
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,储运系统安全与环境保护能力,环境工程治理能力,confirmed,环境工程和污染治理支撑合并,研究方向：储运系统安全与环境保护
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,智能交通与安全能力,土木交通水利工程能力,confirmed,土木交通、水利水文和基础设施合并,研究方向：智能交通与安全
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,交通信息工程及控制能力,电子通信与自动控制能力,confirmed,电子信息、通信、测控和自动化合并,研究方向：交通信息工程及控制
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,交通运输规划与管理能力,土木交通水利工程能力,confirmed,土木交通、水利水文和基础设施合并,研究方向：交通运输规划与管理
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,道路与铁道工程能力,土木交通水利工程能力,confirmed,土木交通、水利水文和基础设施合并,研究方向：道路与铁道工程
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,物流管理能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,研究方向：物流管理
supply,不含海但有相关专业的院校_北部湾大学（2021）_海运学院_交通运输工程.docx.txt,,,,交通工程实践操作能力,土木交通水利工程能力,confirmed,土木交通、水利水文和基础设施合并,实践环节分为课程实践和综合实践，进行专业课程实践和科研技能训练，结合工程岗位实际开展专业综合实践和应用能力训练
